name,name_th,category,area,phone,website,address,hours,google_rating,google_reviews,lat,lng,source,VERIFIED (Y/N),CORRECT PHONE,OWNER NAME,LINE ID,WANTS TO JOIN (Y/N),NOTES
BAAN PRAN 4 MASSAGE & NAIL (Brand 4 Kata),,Massage spa,Kata,088 261 3284,https://wa.me/message/UDAVEN4E2423L1,"64, 6 Thanon Kata Kata Beach, Tambon Karon, Meang, Chang Wat Phuket 83100, Thailand",,4.9,1632,7.81947,98.3007,google_places,,,,,,
BLUE BEACH Cafe & Restaurant,,Thai Restaurant,Patong,089 504 9182,https://www.facebook.com/Blue-Beach-Cafe-Restaurant-101128889188361,"21, 5 Thaweewong Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83120, Thailand",,4.7,1617,7.89467,98.29524,google_places,,,,,,
BAAN PRAN 5 MASSAGE & NAIL (Brand 5 Kata),,Massage spa,Kata,088 261 3284,https://wa.me/message/UDAVEN4E2423L1,"4 Khoktanod Soi 3, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.9,1604,7.81533,98.30078,google_places,,,,,,
Palm Square,,Restaurant,Kata,+66 88 765 3515,https://www.facebook.com/PalmSquareKata/,"88 29-30 Thanon Kata Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",Mo-Su 11:00-24:00,4.5,1600,7.82173,98.2994,osm,,,,,,
Grove Phuket,,Cafe,Panwa,093 636 8830,http://www.grovephuket.com/,"39 6 Cape Panwa, Tambon Wichit, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.7,1587,7.83668,98.37923,google_places,,,,,,
Love Diving Phuket,,Sporting Goods Store,Patong,088 768 7869,http://www.phuketdiving.org/,"PATONG BEACH, 31 Bangla Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.9,1575,7.89342,98.29757,google_places,,,,,,
Sawanu Travel (Phuket Branch),,Tour Agency,Koh Kaew,097 982 0999,http://www.sawanutravel.com/,"68, Kohkaew, Thepkasattri Road, Tambon Ko Kaeo, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.7,1571,7.9658,98.39039,google_places,,,,,,
Efe Old Town,,Turkish Restaurant,Old Town,080 460 0244,,"19 Thalang road , Tambon talad yai, Old Phuket Town, ตำบลตลาดใหญ่ Muang, ภูเก็ต 83000, Thailand",,4.5,1548,7.88492,98.3879,google_places,,,,,,
Chivarome Massage,,Massage,Kata,090 902 0666,,"70 Thanon Kata Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.8,1538,7.81985,98.30028,google_places,,,,,,
Dark House Adventure,,Amusement Center,Chalong,063 883 1360,https://worldofshadowgame.com/,"34/18 moo.3 chaofatawantok vichit muang phuket 83000, Vichit, Phuket, 83000, Thailand",,5,1472,7.86752,98.35253,google_places,,,,,,
Motorbike Rental Station Phuket Free Delivery,,Services,Patong,063 581 6547,https://motorbike-rental-station-phuket.com/,"188, 2 Thaweewong Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.9,1469,7.89942,98.29715,google_places,,,,,,
Baboon Phuket,,Restaurant,Chalong,094 592 8599,https://www.baboonphuket.com/,"อาคารหลังอาคารทรีมังกี้ส์ 105 หมู่ 4 ถนนเหมืองเจ้าฟ้า Tambon Wichit, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.8,1436,7.87634,98.35111,google_places,,,,,,
517 Fisherman Seafood Restaurant Patong,,Seafood Restaurant,Patong,,https://www.facebook.com/517fishermanseafood,"170 Rat Uthit Song Roi Pi Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.6,1427,7.89584,98.29913,google_places,,,,,,
Healthland,,Massage,Patong,085 261 3507,http://www.healthlandmassage.com/,"5/53-54 Haad Patong Road Aroonsom Square Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.6,1409,7.90023,98.29937,google_places,,,,,,
Chai Motorbike Rental&Sea Expert Travel Service,,Services,Phuket Town,089 874 9343,https://www.facebook.com/SeaExpertTravelTrip/,"3 38 Soi Talingchan, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.8,1378,7.88001,98.39155,google_places,,,,,,
Spice House Kata,,Russian Restaurant,Kata,076 530 533,https://spicehousephuket.com/,"Kata Road เลขที่ 100/89 อาคาร I-07 ถนน กะตะ ตำบล กะรน อำเภอ เมืองภูเก็ต, ตำบล กะรน เมือง, ภูเก็ต 83100, Thailand",,4.7,1366,7.82436,98.29763,google_places,,,,,,
BEST TAILOR PHUKET PATONG SUIT SHOP,,Tailor,Patong,080 525 8577,https://www.facebook.com/Besttailorphuketpatong,"191/44 200 Rat Uthit Song Roi Pi Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,1344,7.89036,98.29685,google_places,,,,,,
ร้านพิเศษ สาขาภูเก็ต Piset Restaurant Phuket,,Seafood Restaurant,Old Town,097 352 5388,https://www.facebook.com/pisetrestaurantphuket,"ร้านพิเศษ ตั้งอยู่ในโรงแรมสิริ ใกล้ๆที่ว่าการ 231 Yaowarad Rd, Tambon Talat Nuea, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.6,1327,7.88816,98.3867,google_places,,,,,,
Maimorn Forest,,Thai Restaurant,Phuket Town,076 211 208,https://www.maimornforest.com/,"เลขที่ 9 พังงา ซ.3 Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.5,1311,7.88406,98.39445,google_places,,,,,,
Jet Ski Adventure Trip,,Business,Airport,080 547 9651,http://www.facebook.com/JetSkiAdventureTrip,"ถนนหลวงชนบท Tambon Thep Krasatti, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,4.9,1310,8.11963,98.36918,google_places,,,,,,
"Oasis Spa (Tropical Retreat Spa, Laguna)",,Spa,Bang Tao,076 337 777,https://oasisspa.net/en/destination/phuket/Tropical_Retreat_Spa/?utm_source=mamgbp&utm_medium=gbp&utm_campaign=trl,"29 Moo 4 Srisoonthorn Road Bang Tao Beach, Tambon Choeng Thale, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,4.8,1298,8.0086,98.29677,google_places,,,,,,
Siladon Spa,,Massage & spa,Patong,0983254988,http://siladonspas.com,"The Marina Hotel Phuket, 240/9 Phangmuang Sai Kor Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",Mo-Su 10:00-22:00,4.9,1285,7.89937,98.30363,osm,,,,,,
FUGA Beach Club,,Restaurant,Patong,091 035 0835,http://www.fugabeachclub.com/,"Patong beach, 20 Kammala - Patong Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.1,1284,7.90648,98.29713,google_places,,,,,,
EAT Bar & Grill Restaurant Karon,,Steak House,Kata,085 292 5652,http://eatbargrill.net/,"14 Karon Rd Karon Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.7,1276,7.83,98.29604,google_places,,,,,,
Sense Spa Phuket,,Spa,Old Town,094 461 6446,https://sensespaphuket.com/,"33 13 Vichitsongkram Rd, Tambon Talat Nuea, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.8,1269,7.88444,98.37997,google_places,,,,,,
Som Motorbike Rental Phuket,,Services,Phuket Town,080 048 4841,,"54 17 Montri Rd, Tambon Talat Yai, เมือง Chang Wat Phuket 83000, Thailand",,4.9,1265,7.88108,98.39234,google_places,,,,,,
Ton Mai Se Thong Massage & Beauty Soi Sansabai,,Massage spa,Patong,061 958 0719,http://www.tonmaisethong.com/,"V7VX+4P5, Soi Sansabai, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.9,1251,7.89273,98.29936,google_places,,,,,,
Red Hot,,Bar,Patong,,https://www.phuketbars.info/red_hot_club_94.php,"V7VX+57R, Pa Tong, Kathu District, Phuket 83150, Thailand",,4.4,1247,7.89298,98.29814,google_places,,,,,,
New David Jone,,Tailor,Patong,081 607 7255,https://newdjtailor.com/,"237/7 Patong OTOP Shopping Paradise Rat-U-Thit 200 Pee Road Patong Beach Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,1240,7.88718,98.2951,google_places,,,,,,
Sea Bees Diving - Phuket,,Sports Activity Location,Chalong,081 270 8817,https://sea-bees.com/diving-phuket/,"1, 3 Wiset Rd, Tambon Chalong, Amphoe Mueang Phuket, Chang Wat Phuket 83130, Thailand",,4.9,1238,7.82195,98.34145,google_places,,,,,,
Cheap as Chips Motorbike Rental,,Services,Patong,087 188 9047,https://motorbikerentalphuket.com/,"195 7 Phrabaramee Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.8,1222,7.90531,98.29871,google_places,,,,,,
Aussie Divers Phuket,,Tours & travel,Chalong,+66806961461,https://www.aussiediversphuket.com/,"43, 16 -17 Sunrise Rd, Rawai, Amphoe Mueang Phuket, Chang Wat Phuket 83130, Thailand",Mo-Su 07:00-19:00,5,1208,7.82105,98.3425,osm,,,,,,
Pinewood Massage Spa and Onsen (Kata Beach),,Massage spa,Kata,082 107 1957,http://wa.me/66821071957,"Lift to 3rd Floor, Above KIRI, 20/10 ถนน กะตะ Kata Beach, ตำบล กะรน อำเภอเมืองภูเก็ต ภูเก็ต 83100, Thailand",,5,1195,7.81617,98.30098,google_places,,,,,,
Bang Pae Seafood Restaurant,,Seafood Restaurant,Paklok,087 887 5785,https://www.facebook.com/bangpaeseafood/,"Soi Bang Toei, Tambon Pa Klok, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,4.5,1192,8.03665,98.41518,google_places,,,,,,
Palm Spa & Massage,,Beauty & spa,Kata,099 287 1050,https://www.facebook.com/PALMSPAMASSAGE/,"88, 29-30 Thanon Kata Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",11:00-22:00,4.9,1187,7.82738,98.29624,osm,,,,,,
Simba Sea Trips Co; Ltd,Simba Sea Trips Co; Ltd,Tours & travel,Koh Kaew,+66817877702,https://www.simbaseatrips.com/,"23, Boat Lagoon Marina Soho Pool Club, ตำบล เกาะแก้ว Ampur Mueang, ภูเก็ต 83000, Thailand",Mo-Su 09:00-17:00,4.9,1179,7.96764,98.39125,osm,,,,,,
"Oasis Spa (Sky Breeze Spa, Kata)",,Spa,Kata,076 337 777,https://oasisspa.net/en/destination/phuket/Sky_Breeze_Spa/?utm_source=mamgbp&utm_medium=gbp&utm_campaign=sbk,"26 Soi Plukjae, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.9,1170,7.81626,98.31394,google_places,,,,,,
Pinewood Massage and Spa (Cherngtalay),,Massage spa,Cherngtalay,082 107 1975,https://www.pinewoodmassagespa.com/,"Inside HomePro Cherngtalay, 59 Srisoonthorn Rd, Choeng Thale, Thalang District, ตำบลเชิงทะเล Phuket, ภูเก็ต 83110, Thailand",,4.9,1161,7.98812,98.31024,google_places,,,,,,
Cafe Delight Phuket Old Town,,Breakfast Restaurant,Phuket Town,092 351 9262,https://cafedelightphuket.com/,"27 Thanon Ratsada, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.8,1141,7.88317,98.38883,google_places,,,,,,
XANA,,Restaurant,Bang Tao,076 358 500,https://www.angsana.com/thailand/laguna-phuket/dining/xana,"10 ถนน ศรีสุนทร Bang Tao Beach, Tambon Choeng Thale, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,4.3,1128,8.00582,98.29295,google_places,,,,,,
Aqua Restaurant & Bar at Kata beach,,Seafood Restaurant,Kata,061 994 5398,,"30 Thanon Kata Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.6,1106,7.81658,98.30082,google_places,,,,,,
Sinae Phuket,,Hotel,Phuket Town,076 390 388,http://www.sinaephuket.com/,"888, Tambon Ratsada, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.5,1101,7.87221,98.432,google_places,,,,,,
Mai Morn Resort,,Resort hotel,Old Town,084 744 1963,http://maimornphuketresort.com/,"43, 291 Phatthana Thong Thin Rd, Tambon Wichit, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.1,1099,7.85559,98.37706,google_places,,,,,,
KANTA PHUKET,,Restaurant,Old Town,,https://onebooking.co/welcome/KT/packages,"KANTA PHUKET A, 23 Phangnga Rd, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.9,1096,7.88399,98.38867,google_places,,,,,,
Thanoon Seafood,,Seafood Restaurant,Mai Khao,084 056 5088,https://www.facebook.com/share/15zi6ktB5n/,"13, ตำบล โคกกลอย อำเภอตะกั่วทุ่ง พังงา 82140, Thailand",,4.3,1094,8.20429,98.29831,google_places,,,,,,
Saphan Hin Park,,Park,Phuket Town,,,"55/108 ถนนเจ้าฟ้า Tambon Wichit, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.5,1065,7.86542,98.39813,google_places,,,,,,
Rawai Park,,Playground,Rawai,098 396 5369,http://rawaipark.com/,"58, Beach, 88 Soi Rouyphad, Tambon Rawai, Muang, Chang Wat Phuket 83130, Thailand",,4.4,1063,7.77575,98.32259,google_places,,,,,,
CASHMERE SUIT TAILOR PHUKET,,Tailor,Patong,081 537 2245,http://www.cashmere-suit.com/,"OPPOSITE OFF HOOTERS PHUKET, 237/8 Rat Uthit Song Roi Pi Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,1048,7.88724,98.29482,google_places,,,,,,
F&T MOTORBIKE PHUKET,,Services,Patong,063 420 6022,https://ftmotorbike.com/,"77/6-7 Phang Muang Sai Kor, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.9,1048,7.88593,98.29746,google_places,,,,,,
Hotel Tide Phuket,,Hotel,Phuket Town,076 530 378,http://hoteltidephuket.com/,"168, Moo 1, Rassada, VCGH+7V ตำบล รัษฎา อำเภอเมืองภูเก็ต ภูเก็ต 83000, Thailand",,4.1,1046,7.87607,98.42929,google_places,,,,,,
ROOF Pudding and Cafe,,Cafe,Old Town,084 241 1463,https://www.facebook.com/roofpudding,"Yaowarad Rd, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.5,1039,7.88442,98.38748,google_places,,,,,,
Medusa Patong,,Restaurant,Patong,082 169 7888,https://medusapatong.shop/,"62/1 Medusa, 2nd floor, ถ. ทวีวงศ์ ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต 83150, Thailand",,4.6,1008,7.88888,98.29255,google_places,,,,,,
Motorbike for rent @ Souvenir Service,,Services,Patong,091 492 8789,,"193 Thanon Phrabarami, ป่าตอง Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,5,1006,7.9058,98.29886,google_places,,,,,,
Boat and Beyond,,Tour Agency,Paklok,092 246 6993,https://boatandbeyond.com/,"216 Moo 2, Tambon Ao Nang, Amphoe Muang KrabiKrabi, ตำบล อ่าวนาง อำเภอเมืองกระบี่ กระบี่ 81000, Thailand",,4.9,1003,7.99049,98.41588,google_places,,,,,,
Body Works Thai Massage Patong 2,,Massage,Patong,,https://bodyworksphuket.com/,"64 Thanon Sainamyen, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.9,979,7.89634,98.303,google_places,,,,,,
THAN Spa & Massage Phuket,,Massage spa,Old Town,062 638 7824,https://www.facebook.com/than.spa.massage/,"15 Ranong Rd, Tambon Talat Nuea, เมือง Chang Wat Phuket 83000, Thailand",,4.9,976,7.88314,98.38688,google_places,,,,,,
Amazing Canoeing - Ao Po Pier,,Tour Agency,Paklok,095 424 5382,http://www.amazingcanoeing.com/,"80 19-20, ป่าคลอก อำเภอถลาง ภูเก็ต 83110, Thailand",,4.9,961,8.06146,98.43187,google_places,,,,,,
Motorbike Rental & Tour by Sea Boss Travel,,Services,Kata,093 643 5556,,"98/77 ซอย น้ำดื่มกรีน Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,5,961,7.82318,98.30041,google_places,,,,,,
Dinner in the Sky Phuket | Restaurant,,Restaurant,Karon,099 089 1384,https://dinnerintheskyphuket.com/?utm_source=google&utm_medium=maps&utm_campaign=site,"487 Patak Rd Karon Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.9,955,7.84456,98.29943,google_places,,,,,,
Patong Sunset View Restaurant,,Restaurant,Patong,087 887 8039,,"60 1 Hasib pee rd Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.7,947,7.88443,98.30574,google_places,,,,,,
Sea Angel Speedboat,,Marina,Phuket Town,088 689 6999,https://tantulika12.wixsite.com/travel/85,"2 27 Tambon Ratsada, เมือง Chang Wat Phuket 83000, Thailand",,5,944,7.88279,98.41546,google_places,,,,,,
Fira Beach Club,,Business,Kata,092 958 8621,https://firaphuket.com/,"228 6-7 Khok Tanod Road, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.7,930,7.81072,98.30203,google_places,,,,,,
BON Phuket Old Town,,Restaurant,Phuket Town,083 025 4237,https://en.laromegroup.com/bonrestaurants,"69, 71 Phangnga Rd, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.7,923,7.88376,98.38943,google_places,,,,,,
Hotel IKON Phuket,,Hotel,Karon,076 396 901,http://www.hotel-ikon.com/,"400/2 Patak Rd Karon Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.4,920,7.84309,98.30291,google_places,,,,,,
The Beach Cuisine,,Restaurant,Surin,093 668 5182,https://linktr.ee/thebeachcuisine?utm_source=linktree_profile_share,"82 4 Bang Tao Beach, Tambon Choeng Thale, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",Mo-Su 11:00-22:00,4.6,910,7.98543,98.28602,osm,,,,,,
Merlin Divers,,Diving,Kamala,+66 76 385 518,https://phuket-diving-thailand.net/,"74 Soi Rim Hat Kamala Beach, Tambon Kamala, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",Mo-Su 08:00-21:00,4.9,900,7.95075,98.28122,osm,,,,,,
Kim's Massage & Spa 12 Old Town Thalang Road,,Spa,Old Town,076 530 300,https://www.kimsmassagespa.com/,"36 Thanon Talang, Tambon Talat Yai, Amphoe Mueng, Chang Wat Phuket 83000, Thailand",,4.7,890,7.88473,98.38844,google_places,,,,,,
Tambu Phuket,,Indian Restaurant,Patong,095 834 7208,https://www.tambuphuket.com/,"Tri Trang Beach, 39/9 Muen-Ngern Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.8,888,7.88123,98.27814,google_places,,,,,,
"Cafe Kantary, Phuket",,Cafe,Cape Panwa,076 391 514,http://www.cafekantary.com/,"31/11 Mu 8 Cape Panwa, Tambon Wichit, Phuket Chang Wat Phuket 83000, Thailand",,4.5,885,7.80528,98.40611,google_places,,,,,,
Kim’s Massage & Spa Patong Beach.,,Spa,Patong,098 671 8168,http://www.kimsmassagespa.com/,"94 Thaweewong Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.5,878,7.89069,98.29423,google_places,,,,,,
"Eleganza Fashion Tailor Bangtao Beach, Phuket",,Tailor,Bang Tao,095 819 5054,https://www.eleganzafashion.net/,"72, 16 Bang Tao Beach, Tambon Choeng Thale, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,5,869,7.98608,98.28898,google_places,,,,,,
Sunlique Rooftop Restaurant,,Restaurant,Kata,096 915 1608,https://sunlique.com/,"88/15 Thanon Kata Kata Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.7,862,7.82233,98.29897,google_places,,,,,,
The Baray Spa,,Spa,Kata,076 330 979,https://www.phuketsawasdee.com/the-baray-spa/,"36 Thanon Kake Kwan Kata Beach, Tambon Karon, Muang, Chang Wat Phuket 83100, Thailand",,4.9,862,7.82151,98.3012,google_places,,,,,,
Phuket Merlin Hotel,,Hotel,Old Town,076 212 866,https://www.merlinphuket.com/cms/merlin_phuket/,"158/1 Yaowarad Rd, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4,860,7.89044,98.3865,osm,,,,,,
Barfunk Phuket,,Bar,Patong,095 420 4497,http://www.barfunkphuket.com/,"11 Bangla Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.4,848,7.89372,98.29635,google_places,,,,,,
"Karlsson Restaurant and Steakhouse - Karon, Phuket",,Restaurant,Karon,081 693 2776,http://www.karlssonrestaurant.com/,"Soi The Old Phuket Hotel Karon Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.5,847,7.84291,98.29523,google_places,,,,,,
Day & Night Of CherngTalay,,Restaurant,Bang Tao,076 609 356,http://www.dayandnight.co.th/,"90, 5 Soi Cherngtalay 16 Bang Tao Beach, Tambon Choeng Thale, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,4.8,833,7.9947,98.30178,google_places,,,,,,
Sweet Talk Phuket,,Dessert Shop,Karon,063 062 6811,https://www.facebook.com/sweettalkphuket/,"311 Patak Rd Karon Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.3,833,7.83689,98.29512,google_places,,,,,,
Magnifique Tailor,,Tailor,Patong,095 421 1373,http://www.magnifiquetailor.com/,"80/3-4 Thaweewong Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",,4.9,829,7.89024,98.2938,google_places,,,,,,
RestDay Coffee Bar & Bake House,,Coffee Shop,Phuket Town,063 091 9242,https://www.instagram.com/restdayphuket,"22 73 Thanon Luangpohw, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.9,825,7.88565,98.39476,google_places,,,,,,
LION HOUSE Phuket,,Business,Phuket Town,082 432 4234,https://www.facebook.com/lionhousephuket,"531, 20 Phuket Rd, Tambon Talat Yai, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",,4.8,824,7.87539,98.39821,google_places,,,,,,
Sri Panwa Phuket Luxury Pool Villa Hotel,,Hotel,Cape Panwa,076 371 000,https://www.sripanwa.com/,"88 Sakdidej Rd Cape Panwa, Tambon Wichit, Muang Chang Wat Phuket 83000, Thailand",,4.7,823,7.80193,98.41099,google_places,,,,,,
Rosmarino Restaurant,,Italian Restaurant,Karon,099 005 9058,http://www.rosmarinorestaurant.com/,"240 Patak Rd Karon Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.6,812,7.84882,98.29362,google_places,,,,,,
Tandoori House Karon,,Indian Restaurant,Karon,091 884 4581,,"528, 15 Patak Rd Karon Beach, Tambon Karon, Amphoe Mueang Phuket, Chang Wat Phuket 83100, Thailand",,4.9,803,7.84937,98.29474,google_places,,,,,,
